Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References,Status,Status Date
12437,WI,Climate Change Task Force  ,"The Governor convened a Climate Change Task Force (Task Force) to advise
the development of a mitigation strategy and incorporation of
recommendations, including transportation, into existing plans. The Task
Force submitted a
[report](https://climatechange.wi.gov/Documents/Final%20Report/GovernorsTaskForceonClimateChangeReport-HighRes.pdf)
of its findings and recommendations to the Governor in December 2020.
Recommended strategies include developing a statewide transportation
electrification plan to support EV deployment and EV charger
development. For more information, see the [Wisconsin Task
Force](https://climatechange.wi.gov/Pages/Home.aspx) website.

(Reference [Executive Order 52, 2020](https://evers.wi.gov/Pages/Newsroom/Executive-Orders.aspx))",2019-10-17 00:00:00 UTC,,false,39,Laws and Regulations,"",2020-07-13 01:25:33 UTC,,,,"",ELEC,"",CCEINIT,GOV,https://evers.wi.gov/Pages/Newsroom/Executive-Orders.aspx,enacted,2019-10-17
12315,CA,Electric Vehicle (EV) Grid Integration Requirements,"In June 2020, the California Public Utilities Commission (PUC) published
a plan establishing strategies to maximize EV grid integration. The PUC
must also consider how to limit cost increases for all ratepayers. EV
grid integration refers to any action that optimizes when or how an EV
is charged. Additional terms and conditions apply.

(Reference [California Public Utilities Code 740.16](https://leginfo.legislature.ca.gov/faces/home.xhtml))",2019-10-02 00:00:00 UTC,,false,184,Laws and Regulations,"",2019-11-11 21:42:35 UTC,,,,"",ELEC|OTHER|PHEV,"",OTHER,GOV|OTHER,http://www.oal.ca.gov/|https://leginfo.legislature.ca.gov/faces/home.xhtml,enacted,2019-10-02
11732,RI,Electric Vehicle Supply Equipment (EVSE) and Plug-In Electric Vehicle (PEV) Rebates,"The Charge Up! program provides rebates to state and municipal agencies
for the purchase and installation of publicly accessible Level 2 or DC
fast chargers. Agencies are eligible for up to \$60,000 in incentives
for EVSE that are installed and operational on or after July 1, 2016.
Agencies that install EVSE also qualify for up to \$15,000 to support
the purchase or lease of a new PEV acquired on or after July 1, 2016, as
part of their public sector fleet. For more information, see the Rhode
Island Office of Energy Resources Charge Up! website.
",2016-07-01 00:00:00 UTC,,false,6,State Incentives,"",2019-10-10 01:38:17 UTC,,2019-10-01 00:00:00 UTC,,"",ELEC|PHEV,RBATE,"",STATION|GOV,"",archived,2019-10-01
6433,TN,High Occupancy Vehicle (HOV) Lane Exemption,"Vehicles that the U.S. Environmental Protection Agency defines as
Inherently Low Emission Vehicles or Low Emission and Energy-Efficient
Vehicles and have gross vehicle weight ratings of 26,000 pounds or less
are permitted use of HOV lanes regardless of the number of occupants.
Such vehicles must display a Tennessee Department of Revenue decal. This
exemption expires September 30, 2019. For more information, see the
Department of Revenue HOV Smart Pass website. (Reference Tennessee Code
55-8-188)
",2008-06-20 00:00:00 UTC,,false,25,State Incentives,"",,,2019-10-01 00:00:00 UTC,,"",ELEC|HEV|PHEV,EXEM,"",FLEET|GOV|IND,http://www.lexisnexis.com/hottopics/michie/,archived,2019-10-01
11739,AZ,High Occupancy Vehicle (HOV) Lane Exemption,"Vehicles with an [Alternative Fuel Vehicle (AFV) or Energy Efficient
license plate](http://www.afdc.energy.gov/laws/4177) are permitted to
use HOV lanes, regardless of the number of passengers. Qualified
vehicles must display the required license plate, which are available
from the Arizona Department of Transportation (ADOT). Vehicles
registered with Energy Efficient plates prior to May 20, 2014, may
continue to use HOV lanes until the owner sells or transfers the
vehicle. For more information, see the ADOT and the Energy Efficient
Plate Program websites. (Reference Arizona Revised Statutes 28-2416,
23-2416.01, and 23-337)
",,2009-07-13 00:00:00 UTC,false,17,State Incentives,"",,,2019-10-01 00:00:00 UTC,,Promotion Initiatives,ELEC|HY|NG|PHEV|LPG,EXEM|OTHER,"",FLEET|GOV|IND,"",archived,2019-10-01
12484,MO,Public Utility Definition,"An entity that sells, leases, owns, controls, operates, or manages an
electric vehicle charger, other than those that engage in the production
or sale of wholesale electricity, is not considered an electric
corporation.

(Reference [Missouri Revised Statutes 386.020](https://revisor.mo.gov/main/Home.aspx))",2019-08-28 00:00:00 UTC,,false,39,Laws and Regulations,"",2020-09-10 19:58:44 UTC,,,,"",ELEC|PHEV,"",UTILITY,STATION,https://revisor.mo.gov/main/Home.aspx,enacted,2019-08-28
12302,DE,Electric Cooperative Investments,"Unclaimed electric cooperative capital credits may be used on
transportation electrification investments. Credit allocation reports
are required annually by January 20.

(Reference [Delaware Code Title 26, Chapter 9, Subchapter I, Section 909](https://delcode.delaware.gov/))",2019-07-31 00:00:00 UTC,,false,54,Laws and Regulations,"",2019-10-28 18:03:38 UTC,,,,"",ELEC|PHEV,"",OTHER,STATION,https://delcode.delaware.gov/sessionlaws/ga150/chp178.shtml|https://delcode.delaware.gov/,enacted,2019-07-31
12416,NC,Public Utility Definition,"A person who uses electric vehicle supply equipment to resell
electricity to the public for the purposes of fueling an electric
vehicle is not considered a public utility.

(Reference [North Carolina General Statutes 62-3(23)](http://www.ncleg.net/gascripts/Statutes/Statutes.asp))",2019-07-17 00:00:00 UTC,,false,27,Laws and Regulations,"",2020-06-12 21:45:54 UTC,,,,"",ELEC|PHEV,"",UTILITY,STATION,http://www.ncleg.net/gascripts/Statutes/Statutes.asp,enacted,2019-07-17
12280,CT,Electric Vehicle (EV) Parking Requirement ,"An individual may not park a motor vehicle in a parking space equipped
with a public charger unless that vehicle is a EV. An infraction applies
for non-EVs that park in spaces with public charger.

(Reference [Connecticut General Statutes 16-19eee and 16-19ggg](http://www.cga.ct.gov/))",2019-07-12 00:00:00 UTC,,false,125,Laws and Regulations,"",2019-09-10 21:08:48 UTC,,,,"",ELEC|PHEV,"",OTHER,IND,https://www.cga.ct.gov/2019/act/pa/pdf/2019PA-00161-R00HB-07140-PA.pdf|https://www.cga.ct.gov/asp/cgabillstatus/cgabillstatus.asp?selBillType=Bill&which_year=2019&bill_num=7140|http://www.cga.ct.gov/,enacted,2019-07-12
5754,VT,State Agency Energy Plan Transportation Requirements,"The Vermont Agency of Administration developed and oversees the
implementation of the State Agency Energy Plan (Plan). The Agency of
Administration must modify the Plan as necessary and re-adopt it on or
before January 15 of each fifth year. As specified in the 2016 Plan, the
Vermont Agency of Transportation must continue to use 5% biodiesel (B5)
in its fleet of heavy-duty vehicles. The Vermont Department of Buildings
and General Services will increase its deployment of plug-in electric
vehicles (PEVs) to comprise at least 25% of its light-duty fleet by 2025
and install electric vehicle supply equipment (EVSE), as necessary. All
state agencies must install EVSE and increase their use of PEVs to a
level that will displace 10% of their gasoline use by 2020.

(Reference Vermont Statutes Title 3, Chapter 45, Section 2291, and
Executive Order 15-12, 2012)
",,,false,45,Laws and Regulations,"",,,2019-07-09 00:00:00 UTC,,"",BIOD|ETH|ELEC|EFFEC|HEV|HY|IR|NG|PHEV|LPG,"",REQ|CCEINIT,GOV,http://www.leg.state.vt.us/statutesMain.cfm|http://www.leg.state.vt.us/statutes/fullchapter.cfm?Title=03APPENDIX&Chapter=010,archived,2019-07-09
12004,VT,Volkswagen (VW) Settlement Allocation,"The Vermont Agency of Natural Resources must select projects and
distribute funding to leverage 15% of Vermont\'s portion of the
[Volkswagen Environmental Mitigation
Trust](https://www.epa.gov/enforcement/volkswagen-clean-air-act-civil-settlement)
for the purchase of light-duty vehicle electric vehicle supply
equipment. The remaining funding must be allocated towards projects that
replace eligible vehicles and equipment with all-electric technologies
or convert them to all-electric. (Reference [House
Bill](https://legislature.vermont.gov/) 16, 2018)
",2018-07-01 00:00:00 UTC,,false,24,Laws and Regulations,"",2018-07-09 19:43:54 UTC,,2019-07-09 00:00:00 UTC,,"",ELEC,"",AIRQEMISSIONS|OTHER,OTHER,"",archived,2019-07-09
6556,TX,Clean Vehicle Replacement Vouchers,"The Texas Commission on Environmental Quality administers the
AirCheckTexas Drive a Clean Machine program, which provides vehicle
replacement assistance for qualified individuals owning vehicles
registered in participating counties. Vouchers in the amount of \$3,500
are available toward the purchase of a hybrid electric, battery
electric, or natural gas vehicle that is up to three model years old.
For more information about participating counties, qualified vehicles,
program requirements, and how to apply in specific areas, see the
[AirCheckTexas Drive a Clean
Machine](http://www.tceq.texas.gov/airquality/mobilesource/vim/driveclean.html)
website. (Reference [Texas
Statutes](http://www.statutes.legis.state.tx.us/), Health and Safety
Code 382.209-382.220)
",2001-09-01 00:00:00 UTC,2011-06-17 00:00:00 UTC,false,54,State Incentives,"",2019-07-01 20:12:25 UTC,,2019-07-01 00:00:00 UTC,,"",ELEC|HEV|NG|PHEV,OTHER|RBATE,"",IND,http://www.statutes.legis.state.tx.us/,archived,2019-07-01
4764,UT,Provision for Establishment of Alternative Fuel Use Mandate,"The Utah Air Quality Board may require fleets that own 10 or more
vehicles capable of being fueled at a central location to use clean
fuels if such a mandate is necessary to meet national air quality
standards. Clean fuels are defined as propane, compressed natural gas,
and electricity. This program expires July 1, 2019. Additional
restrictions apply. (Reference [Utah
Code](http://le.utah.gov/xcode/code.html) 19-2-105.3 and 63I-1-219)
",,,false,62,Laws and Regulations,"",,,2019-07-01 00:00:00 UTC,,"",BIOD|ETH|ELEC|HY|NG|LPG,"",REQ,FLEET|GOV,http://le.utah.gov/xcode/code.html,archived,2019-07-01
12308,IL,Transportation Electrification Infrastructure Projects ,"The Illinois Environmental Protection Agency (IEPA) will provide
transportation electrification grants of \$70,000,000 for, but not
limited to, electric vehicle charging infrastructure. The IEPA will
prioritize investments in medium- and heavy-duty vehicle charging, and
electrification of public transit, fleets, and school buses.

(Reference [Public Act 101-0029](https://www.ilga.gov/legislation/publicacts/default.asp))",2019-07-01 00:00:00 UTC,,false,71,State Incentives,"",2019-11-08 16:50:21 UTC,,,,"",ELEC|HEV|PHEV,GNT,"",STATION|FLEET|GOV|TRANS,https://www.ilga.gov/legislation/publicacts/default.asp,enacted,2019-07-01
12226,WA,Electric Vehicle (EV) and Fuel Cell Electric Vehicle (FCEV) Low Income Opportunity Study,"The Washington State Department of Commerce (WSDOC) conducted a study to
identify opportunities to reduce barriers to EV and FCEV adoption by
lower income residents through the use of vehicle and infrastructure
financing assistance. The study included opportunities to work with
nonprofit leaders to facilitate vehicle purchases through loan-loss
reserves and rate buy downs by qualified borrowers purchasing EV and
FCEVs that are eligible for tax exemptions, focus on potential borrowers
who are at or below 80% of the state medium household income, and
address opportunities to increase EV adoption by lower income residents
of the state. WSDOC submitted a report detailing the findings of the
study to the transportation committees. (Reference House Bill 2042,
2019)
",2019-05-07 00:00:00 UTC,,false,118,Laws and Regulations,"",2019-06-07 21:31:25 UTC,,2019-06-30 00:00:00 UTC,,"",ELEC|HY|PHEV,"",CCEINIT|OTHER,GOV,"",archived,2019-06-30
12254,IL,Battery Electric Vehicle (BEV) Fee,"BEV owners must pay an annual fee of \$100 in addition to standard
registration fees. A portion of the fees contribute to the Illinois Road
Fund.

(Reference [625 Illinois Compiled Statutes 5/3-805](http://www.ilga.gov/legislation/ilcs/ilcs.asp))",2019-06-28 00:00:00 UTC,,false,69,Laws and Regulations,"",2019-07-18 23:07:57 UTC,,,,"",ELEC,"",EVFEE|FUEL,FLEET|IND,http://www.ilga.gov/|http://www.ilga.gov/legislation/ilcs/ilcs.asp,enacted,2019-06-28
12283,CT,State Building Electric Vehicle (EV) Charger Standards,"The Connecticut Department of Energy and Environment must develop
standards for construction of state buildings, which include standards
EV charger standards and meet or exceed Leadership in Energy and
Environmental Design (LEED) Silver levels.

(Reference [Connecticut General Statutes 16a-38k](http://www.cga.ct.gov/))",2019-06-28 00:00:00 UTC,,false,120,Laws and Regulations,"",2019-09-10 21:17:22 UTC,,,,"",ELEC|PHEV,"",BUILD|CCEINIT,GOV,http://www.cga.ct.gov/|http://www.cga.ct.gov/|http://www.cga.ct.gov/,enacted,2019-06-28
12258,CA,Zero-Emission Airport Shuttle Requirement,"By 2035, all airport fixed-route shuttle fleets must transition to 100%
zero-emission vehicles (ZEVs). Zero-emission shuttle technologies
include battery-electric or fuel cell electric technologies. Starting in
2022, shuttle fleets must report the details of their vehicles to the
California Air Resources Board (CARB). Starting in 2023, if fleets
replace a ZEV shuttle, the replacement must be a ZEV. For additional
terms and conditions, see CARB's [Zero-Emission Airport
Shuttle](https://ww2.arb.ca.gov/our-work/programs/zero-emission-airport-shuttle)
website.

(Reference [Resolution Number 19-8, 2019](http://www.oal.ca.gov/))",2019-06-27 00:00:00 UTC,,false,164,Laws and Regulations,"",2019-07-24 19:21:56 UTC,,,,"",ELEC|HY,"",REQ|AIRQEMISSIONS,GOV|IND,http://www.oal.ca.gov/,enacted,2019-06-27
